location,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean
Berlin,1991-07-06 00:00:00+00:00,28.139,14.738999,22.389002
Berlin,1991-07-07 00:00:00+00:00,29.389,16.789,23.82025
Berlin,1991-07-08 00:00:00+00:00,31.489,17.289,25.503586
Berlin,1991-07-09 00:00:00+00:00,25.239,19.139,22.576498
Berlin,1991-07-10 00:00:00+00:00,23.939,15.539,19.659834
Berlin,1991-07-11 00:00:00+00:00,28.989,13.988999,22.53067
Berlin,1991-07-12 00:00:00+00:00,33.839,18.939,25.670248
Berlin,1991-07-13 00:00:00+00:00,26.838999,17.939,22.391083
Berlin,1991-07-14 00:00:00+00:00,20.989,17.689,19.243168
Berlin,1991-07-15 00:00:00+00:00,23.588999,13.889,18.795248
Berlin,1991-07-16 00:00:00+00:00,21.039,16.889,18.959833
Berlin,1991-07-17 00:00:00+00:00,21.989,14.688999,18.286917
Berlin,1991-07-18 00:00:00+00:00,21.088999,13.389,17.720247
Berlin,1991-07-19 00:00:00+00:00,21.338999,16.489,18.605665
Berlin,1991-07-20 00:00:00+00:00,21.289,15.589,17.991085
Berlin,1991-07-21 00:00:00+00:00,20.639,13.889,17.272333
Berlin,1991-07-22 00:00:00+00:00,20.539,11.789,16.432749
Berlin,1991-07-23 00:00:00+00:00,23.989,11.289,18.65775
Berlin,1991-07-24 00:00:00+00:00,29.039,14.789,21.241081
Berlin,1991-07-25 00:00:00+00:00,22.588999,15.488999,19.097334
Berlin,1991-07-26 00:00:00+00:00,21.088999,14.289,18.0265
Berlin,1991-07-27 00:00:00+00:00,23.338999,13.339,18.4765
Berlin,1991-07-28 00:00:00+00:00,26.289,12.789,20.155666
Berlin,1991-07-29 00:00:00+00:00,26.639,15.089,21.814001
Berlin,1991-07-30 00:00:00+00:00,27.739,17.039,22.959837
Berlin,1991-07-31 00:00:00+00:00,27.539,18.689,23.478579
Berlin,1991-08-01 00:00:00+00:00,26.389,18.939,22.447332
Berlin,1991-08-02 00:00:00+00:00,23.989,17.389,20.89525
Berlin,1991-08-03 00:00:00+00:00,26.039,17.389,21.278585
Berlin,1991-08-04 00:00:00+00:00,24.989,17.989,20.497335
Berlin,1991-08-05 00:00:00+00:00,25.989,15.688999,21.03275
Berlin,1991-08-06 00:00:00+00:00,29.889,17.289,24.10983
Berlin,1991-08-07 00:00:00+00:00,32.489002,20.639,26.313997
Berlin,1991-08-08 00:00:00+00:00,28.139,17.489,23.105667
Berlin,1991-08-09 00:00:00+00:00,22.689,15.039,18.970251
Berlin,1991-08-10 00:00:00+00:00,23.739,15.589,19.732752
Berlin,1991-08-11 00:00:00+00:00,23.939,17.939,20.870249
Berlin,1991-08-12 00:00:00+00:00,21.939,15.089,18.543165
Berlin,1991-08-13 00:00:00+00:00,18.989,12.339,16.122334
Berlin,1991-08-14 00:00:00+00:00,21.389,11.339,16.970251
Berlin,1991-08-15 00:00:00+00:00,23.639,13.089,18.980667
Berlin,1991-08-16 00:00:00+00:00,27.439,15.539,21.136915
Berlin,1991-08-17 00:00:00+00:00,21.789,15.188999,18.043169
Berlin,1991-08-18 00:00:00+00:00,19.989,13.589,16.055668
Berlin,1991-08-19 00:00:00+00:00,19.239,13.688999,16.036919
Berlin,1991-08-20 00:00:00+00:00,17.588999,12.488999,15.147332
Berlin,1991-08-21 00:00:00+00:00,18.889,11.639,15.330667
Berlin,1991-08-22 00:00:00+00:00,24.239,10.339,18.120249
Berlin,1991-08-23 00:00:00+00:00,28.088999,15.139,21.32025
Berlin,1991-08-24 00:00:00+00:00,24.789,15.988999,19.743168
Berlin,1991-08-25 00:00:00+00:00,19.489,13.639,16.916086
Berlin,1991-08-26 00:00:00+00:00,18.389,13.188999,15.974418
Berlin,1991-08-27 00:00:00+00:00,21.639,12.188999,17.343166
Berlin,1991-08-28 00:00:00+00:00,20.338999,13.789,16.653584
Berlin,1991-08-29 00:00:00+00:00,18.338999,11.089,14.799418
Berlin,1991-08-30 00:00:00+00:00,21.088999,11.438999,16.141085
Berlin,1991-08-31 00:00:00+00:00,23.389,11.889,17.753584
Berlin,1992-06-01 00:00:00+00:00,25.989,13.839,20.964
Berlin,1992-06-02 00:00:00+00:00,28.389,16.939,23.2015
Berlin,1992-06-03 00:00:00+00:00,28.689,19.139,23.666086
Berlin,1992-06-04 00:00:00+00:00,28.838999,18.539,23.532747
Berlin,1992-06-05 00:00:00+00:00,28.389,16.338999,23.097336
Berlin,1992-06-06 00:00:00+00:00,25.989,18.439,21.947334
Berlin,1992-06-07 00:00:00+00:00,23.389,16.989,20.289
Berlin,1992-06-08 00:00:00+00:00,23.639,16.239,19.761919
Berlin,1992-06-09 00:00:00+00:00,24.689,15.139,20.2265
Berlin,1992-06-10 00:00:00+00:00,19.539,12.139,16.132751
Berlin,1992-06-11 00:00:00+00:00,18.838999,11.339,14.693165
Berlin,1992-06-12 00:00:00+00:00,21.639,12.188999,16.686916
Berlin,1992-06-13 00:00:00+00:00,22.139,13.839,17.984833
Berlin,1992-06-14 00:00:00+00:00,24.189,12.438999,19.370253
Berlin,1992-06-15 00:00:00+00:00,25.588999,16.539,20.722334
Berlin,1992-06-16 00:00:00+00:00,24.588999,15.438999,19.997334
Berlin,1992-06-17 00:00:00+00:00,23.088999,12.589,18.528585
Berlin,1992-06-18 00:00:00+00:00,20.338999,12.389,17.066082
Berlin,1992-06-19 00:00:00+00:00,25.338999,13.988999,20.028582
Berlin,1992-06-20 00:00:00+00:00,27.088999,16.189,21.024414
Berlin,1992-06-21 00:00:00+00:00,26.088999,14.089,20.768167
Berlin,1992-06-22 00:00:00+00:00,22.039,13.789,18.141085
Berlin,1992-06-23 00:00:00+00:00,23.838999,11.238999,18.530668
Berlin,1992-06-24 00:00:00+00:00,23.838999,14.289,19.045248
Berlin,1992-06-25 00:00:00+00:00,24.289,13.238999,19.38275
Berlin,1992-06-26 00:00:00+00:00,24.338999,12.688999,18.976501
Berlin,1992-06-27 00:00:00+00:00,26.789,12.089,20.686916
Berlin,1992-06-28 00:00:00+00:00,28.189,13.988999,22.461916
Berlin,1992-06-29 00:00:00+00:00,29.639,15.839,23.820251
Berlin,1992-06-30 00:00:00+00:00,31.588999,16.039,25.236914
Berlin,1992-07-01 00:00:00+00:00,31.289,18.389,25.853586
Berlin,1992-07-02 00:00:00+00:00,26.689,18.739,22.789
Berlin,1992-07-03 00:00:00+00:00,25.389,14.988999,21.143171
Berlin,1992-07-04 00:00:00+00:00,26.389,16.889,20.653582
Berlin,1992-07-05 00:00:00+00:00,23.239,16.838999,19.347334
Berlin,1992-07-06 00:00:00+00:00,16.588999,14.188999,15.47025
Berlin,1992-07-07 00:00:00+00:00,22.088999,12.889,17.599415
Berlin,1992-07-08 00:00:00+00:00,25.739,11.289,19.811918
Berlin,1992-07-09 00:00:00+00:00,27.989,14.289,22.545252
Berlin,1992-07-10 00:00:00+00:00,28.539,14.488999,22.728584
Berlin,1992-07-11 00:00:00+00:00,22.588999,16.939,19.280664
Berlin,1992-07-12 00:00:00+00:00,23.639,15.988999,19.15775
Berlin,1992-07-13 00:00:00+00:00,22.689,14.938999,19.039
Berlin,1992-07-14 00:00:00+00:00,18.189,15.539,17.493166
Berlin,1992-07-15 00:00:00+00:00,20.088999,13.289,16.79525
Berlin,1992-07-16 00:00:00+00:00,22.088999,10.789,16.880667
Berlin,1992-07-17 00:00:00+00:00,27.239,12.039,20.886915
Berlin,1992-07-18 00:00:00+00:00,23.489,17.588999,20.186916
Berlin,1992-07-19 00:00:00+00:00,26.489,13.938999,20.874414
Berlin,1992-07-20 00:00:00+00:00,31.139,17.139,25.218164
Berlin,1992-07-21 00:00:00+00:00,34.389,20.239,27.889006
Berlin,1992-07-22 00:00:00+00:00,25.289,19.539,22.14525
Berlin,1992-07-23 00:00:00+00:00,25.789,17.838999,21.588999
Berlin,1992-07-24 00:00:00+00:00,27.989,15.238999,22.305666
Berlin,1992-07-25 00:00:00+00:00,28.889,17.189,22.205667
Berlin,1992-07-26 00:00:00+00:00,25.689,15.738999,20.764
Berlin,1992-07-27 00:00:00+00:00,29.389,15.188999,21.886917
Berlin,1992-07-28 00:00:00+00:00,20.588999,13.789,17.247332
Berlin,1992-07-29 00:00:00+00:00,23.588999,11.589,18.328583
Berlin,1992-07-30 00:00:00+00:00,30.739,14.839,23.153585
Berlin,1992-07-31 00:00:00+00:00,28.639,15.539,22.849417
Berlin,1992-08-01 00:00:00+00:00,29.039,15.938999,22.922333
Berlin,1992-08-02 00:00:00+00:00,29.088999,20.139,24.593164
Berlin,1992-08-03 00:00:00+00:00,32.239002,18.189,25.436918
Berlin,1992-08-04 00:00:00+00:00,24.289,16.789,21.339003
Berlin,1992-08-05 00:00:00+00:00,27.588999,14.988999,21.809832
Berlin,1992-08-06 00:00:00+00:00,31.588999,16.039,24.743164
Berlin,1992-08-07 00:00:00+00:00,27.889,17.389,22.54525
Berlin,1992-08-08 00:00:00+00:00,34.339,19.689,26.782753
Berlin,1992-08-09 00:00:00+00:00,37.689003,21.489,30.245249
Berlin,1992-08-10 00:00:00+00:00,34.939003,21.389,27.732748
Berlin,1992-08-11 00:00:00+00:00,24.289,18.189,21.184834
Berlin,1992-08-12 00:00:00+00:00,26.039,16.289,21.491087
Berlin,1992-08-13 00:00:00+00:00,20.739,15.738999,18.293167
Berlin,1992-08-14 00:00:00+00:00,18.039,14.089,15.832749
Berlin,1992-08-15 00:00:00+00:00,19.039,13.688999,16.055666
Berlin,1992-08-16 00:00:00+00:00,22.689,12.789,17.768166
Berlin,1992-08-17 00:00:00+00:00,18.139,14.438999,16.439001
Berlin,1992-08-18 00:00:00+00:00,21.439,12.289,17.311918
Berlin,1992-08-19 00:00:00+00:00,23.588999,15.738999,19.4265
Berlin,1992-08-20 00:00:00+00:00,26.889,15.839,21.426498
Berlin,1992-08-21 00:00:00+00:00,25.739,17.189,21.489
Berlin,1992-08-22 00:00:00+00:00,22.439,13.938999,17.988998
Berlin,1992-08-23 00:00:00+00:00,20.789,14.539,17.143166
Berlin,1992-08-24 00:00:00+00:00,21.789,11.738999,17.338999
Berlin,1992-08-25 00:00:00+00:00,24.338999,15.589,19.370253
Berlin,1992-08-26 00:00:00+00:00,24.989,16.539,20.639
Berlin,1992-08-27 00:00:00+00:00,24.489,17.389,20.714
Berlin,1992-08-28 00:00:00+00:00,31.189,18.439,24.659836
Berlin,1992-08-29 00:00:00+00:00,30.189,18.088999,23.593164
Berlin,1992-08-30 00:00:00+00:00,20.789,15.639,18.172335
Berlin,1992-08-31 00:00:00+00:00,19.789,14.188999,17.378584
Berlin,1993-06-01 00:00:00+00:00,18.689,11.639,15.232751
Berlin,1993-06-02 00:00:00+00:00,22.588999,11.188999,17.655666
Berlin,1993-06-03 00:00:00+00:00,20.989,12.589,16.328583
Berlin,1993-06-04 00:00:00+00:00,21.539,11.839,16.278584
Berlin,1993-06-05 00:00:00+00:00,23.139,8.488999,16.791084
Berlin,1993-06-06 00:00:00+00:00,24.439,13.589,19.449415
Berlin,1993-06-07 00:00:00+00:00,21.639,13.238999,17.772333
Berlin,1993-06-08 00:00:00+00:00,22.289,13.839,18.220251
Berlin,1993-06-09 00:00:00+00:00,25.338999,14.139,19.980667
Berlin,1993-06-10 00:00:00+00:00,29.189,15.688999,22.878586
Berlin,1993-06-11 00:00:00+00:00,24.789,17.489,20.891087
Berlin,1993-06-12 00:00:00+00:00,17.739,13.039,14.895248
Berlin,1993-06-13 00:00:00+00:00,14.238999,12.139,12.945251
Berlin,1993-06-14 00:00:00+00:00,16.039,10.988999,13.503585
Berlin,1993-06-15 00:00:00+00:00,14.938999,10.488999,12.980668
Berlin,1993-06-16 00:00:00+00:00,17.588999,8.789,13.993167
Berlin,1993-06-17 00:00:00+00:00,17.838999,12.488999,14.766087
Berlin,1993-06-18 00:00:00+00:00,18.639,11.089,15.5702505
Berlin,1993-06-19 00:00:00+00:00,20.639,14.738999,16.824419
Berlin,1993-06-20 00:00:00+00:00,19.039,12.438999,15.678585
Berlin,1993-06-21 00:00:00+00:00,17.789,9.488999,14.068166
Berlin,1993-06-22 00:00:00+00:00,18.289,9.688999,14.816083
Berlin,1993-06-23 00:00:00+00:00,17.689,13.039,15.2515
Berlin,1993-06-24 00:00:00+00:00,15.738999,9.988999,12.761916
Berlin,1993-06-25 00:00:00+00:00,15.488999,9.639,12.372334
Berlin,1993-06-26 00:00:00+00:00,15.039,8.889,12.124416
Berlin,1993-06-27 00:00:00+00:00,16.939,9.289,12.87025
Berlin,1993-06-28 00:00:00+00:00,17.789,9.438999,13.597335
Berlin,1993-06-29 00:00:00+00:00,20.889,7.989,16.074417
Berlin,1993-06-30 00:00:00+00:00,21.189,9.789,15.753585
Berlin,1993-07-01 00:00:00+00:00,21.689,7.989,15.6535845
Berlin,1993-07-02 00:00:00+00:00,24.989,10.839,19.549417
Berlin,1993-07-03 00:00:00+00:00,23.189,12.738999,19.068167
Berlin,1993-07-04 00:00:00+00:00,23.239,15.688999,19.789001
Berlin,1993-07-05 00:00:00+00:00,23.189,12.988999,17.911917
Berlin,1993-07-06 00:00:00+00:00,16.639,11.889,14.024419
Berlin,1993-07-07 00:00:00+00:00,16.139,11.988999,13.591084
Berlin,1993-07-08 00:00:00+00:00,17.939,11.238999,14.618167
Berlin,1993-07-09 00:00:00+00:00,25.039,12.938999,19.393166
Berlin,1993-07-10 00:00:00+00:00,25.489,13.688999,17.782751
Berlin,1993-07-11 00:00:00+00:00,14.188999,10.889,12.955668
Berlin,1993-07-12 00:00:00+00:00,17.389,10.938999,14.109836
Berlin,1993-07-13 00:00:00+00:00,16.289,10.539,13.328582
Berlin,1993-07-14 00:00:00+00:00,18.789,10.339,15.293167
Berlin,1993-07-15 00:00:00+00:00,19.739,13.389,15.705667
Berlin,1993-07-16 00:00:00+00:00,20.289,13.438999,16.764
Berlin,1993-07-17 00:00:00+00:00,21.939,14.438999,18.374418
Berlin,1993-07-18 00:00:00+00:00,21.088999,14.639,18.118166
Berlin,1993-07-19 00:00:00+00:00,22.439,14.639,18.6015
Berlin,1993-07-20 00:00:00+00:00,20.838999,14.639,17.493166
Berlin,1993-07-21 00:00:00+00:00,18.389,13.389,15.284833
Berlin,1993-07-22 00:00:00+00:00,19.239,11.438999,15.411916
Berlin,1993-07-23 00:00:00+00:00,18.338999,12.238999,15.353584
Berlin,1993-07-24 00:00:00+00:00,21.939,14.238999,18.099417
Berlin,1993-07-25 00:00:00+00:00,22.189,13.339,17.872334
Berlin,1993-07-26 00:00:00+00:00,19.338999,12.889,15.613999
Berlin,1993-07-27 00:00:00+00:00,17.338999,11.938999,14.659835
Berlin,1993-07-28 00:00:00+00:00,20.139,14.039,16.430668
Berlin,1993-07-29 00:00:00+00:00,21.189,13.089,17.549417
Berlin,1993-07-30 00:00:00+00:00,27.989,15.589,22.330671
Berlin,1993-07-31 00:00:00+00:00,21.289,13.988999,17.74525
Berlin,1993-08-01 00:00:00+00:00,20.189,12.339,16.58275
Berlin,1993-08-02 00:00:00+00:00,24.739,13.238999,19.497334
Berlin,1993-08-03 00:00:00+00:00,26.289,13.988999,20.9765
Berlin,1993-08-04 00:00:00+00:00,24.139,14.639,19.828585
Berlin,1993-08-05 00:00:00+00:00,24.489,15.389,19.764
Berlin,1993-08-06 00:00:00+00:00,18.389,14.188999,16.374416
Berlin,1993-08-07 00:00:00+00:00,18.289,13.639,15.797332
Berlin,1993-08-08 00:00:00+00:00,20.588999,13.938999,17.099417
Berlin,1993-08-09 00:00:00+00:00,20.989,13.589,17.484835
Berlin,1993-08-10 00:00:00+00:00,20.989,12.688999,16.303583
Berlin,1993-08-11 00:00:00+00:00,17.489,11.188999,14.5910845
Berlin,1993-08-12 00:00:00+00:00,23.439,15.488999,19.70775
Berlin,1993-08-13 00:00:00+00:00,18.989,14.039,16.605665
Berlin,1993-08-14 00:00:00+00:00,23.689,9.289,17.674416
Berlin,1993-08-15 00:00:00+00:00,29.289,14.988999,22.55567
Berlin,1993-08-16 00:00:00+00:00,26.539,16.088999,21.416084
Berlin,1993-08-17 00:00:00+00:00,18.989,11.389,16.536919
Berlin,1993-08-18 00:00:00+00:00,17.989,9.238999,14.393168
Berlin,1993-08-19 00:00:00+00:00,19.588999,12.238999,15.955668
Berlin,1993-08-20 00:00:00+00:00,22.239,10.139,17.041082
Berlin,1993-08-21 00:00:00+00:00,19.189,13.139,16.809834
Berlin,1993-08-22 00:00:00+00:00,19.539,10.238999,15.074418
Berlin,1993-08-23 00:00:00+00:00,16.189,10.738999,13.35775
Berlin,1993-08-24 00:00:00+00:00,16.588999,9.289,13.191082
Berlin,1993-08-25 00:00:00+00:00,16.539,10.438999,13.186916
Berlin,1993-08-26 00:00:00+00:00,17.039,10.089,13.347333
Berlin,1993-08-27 00:00:00+00:00,16.989,8.389,13.139
Berlin,1993-08-28 00:00:00+00:00,16.889,8.938999,12.822334
Berlin,1993-08-29 00:00:00+00:00,17.338999,7.239,13.082751
Berlin,1993-08-30 00:00:00+00:00,14.539,10.238999,12.459834
Berlin,1993-08-31 00:00:00+00:00,16.338999,9.938999,12.980666
Berlin,1994-06-01 00:00:00+00:00,21.389,9.789,15.149418
Berlin,1994-06-02 00:00:00+00:00,24.889,9.039,18.45567
Berlin,1994-06-03 00:00:00+00:00,19.639,13.988999,16.895252
Berlin,1994-06-04 00:00:00+00:00,17.439,11.539,14.453583
Berlin,1994-06-05 00:00:00+00:00,14.889,9.139,11.672333
Berlin,1994-06-06 00:00:00+00:00,15.789,7.639,11.955667
Berlin,1994-06-07 00:00:00+00:00,19.039,8.688999,14.301501
Berlin,1994-06-08 00:00:00+00:00,21.789,13.339,17.466085
Berlin,1994-06-09 00:00:00+00:00,16.588999,8.839,13.078582
Berlin,1994-06-10 00:00:00+00:00,16.739,7.039,12.403583
Berlin,1994-06-11 00:00:00+00:00,18.239,7.939,13.438999
Berlin,1994-06-12 00:00:00+00:00,20.088999,8.238999,14.922334
Berlin,1994-06-13 00:00:00+00:00,16.989,10.988999,14.059834
Berlin,1994-06-14 00:00:00+00:00,20.389,12.188999,16.101501
Berlin,1994-06-15 00:00:00+00:00,14.738999,10.238999,12.861917
Berlin,1994-06-16 00:00:00+00:00,15.089,8.789,11.926501
Berlin,1994-06-17 00:00:00+00:00,14.389,7.189,10.824416
Berlin,1994-06-18 00:00:00+00:00,19.989,6.189,14.511917
Berlin,1994-06-19 00:00:00+00:00,21.239,12.639,17.23483
Berlin,1994-06-20 00:00:00+00:00,19.838999,11.139,16.099419
Berlin,1994-06-21 00:00:00+00:00,21.689,9.488999,17.328583
Berlin,1994-06-22 00:00:00+00:00,21.489,15.289,18.75775
Berlin,1994-06-23 00:00:00+00:00,18.489,11.089,14.98275
Berlin,1994-06-24 00:00:00+00:00,19.139,7.639,13.945249
Berlin,1994-06-25 00:00:00+00:00,26.189,10.238999,19.064001
Berlin,1994-06-26 00:00:00+00:00,29.189,14.738999,22.657751
Berlin,1994-06-27 00:00:00+00:00,27.789,16.139,22.861916
Berlin,1994-06-28 00:00:00+00:00,28.539,16.389,23.109833
Berlin,1994-06-29 00:00:00+00:00,32.639,20.439,24.595251
Berlin,1994-06-30 00:00:00+00:00,20.689,14.889,17.939001
Berlin,1994-07-01 00:00:00+00:00,22.588999,12.089,17.914
Berlin,1994-07-02 00:00:00+00:00,25.989,11.789,19.824419
Berlin,1994-07-03 00:00:00+00:00,28.889,15.589,22.668167
Berlin,1994-07-04 00:00:00+00:00,30.239,16.239,24.139
Berlin,1994-07-05 00:00:00+00:00,24.139,17.838999,20.98275
Berlin,1994-07-06 00:00:00+00:00,23.989,15.988999,20.011919
Berlin,1994-07-07 00:00:00+00:00,23.338999,13.289,17.4265
Berlin,1994-07-08 00:00:00+00:00,19.588999,13.139,15.522332
Berlin,1994-07-09 00:00:00+00:00,22.489,13.589,18.434832
Berlin,1994-07-10 00:00:00+00:00,23.939,13.639,18.911917
Berlin,1994-07-11 00:00:00+00:00,27.039,12.839,20.941084
Berlin,1994-07-12 00:00:00+00:00,28.088999,15.589,22.893167
Berlin,1994-07-13 00:00:00+00:00,29.939,17.689,24.397333
Berlin,1994-07-14 00:00:00+00:00,31.039,16.838999,24.853584
Berlin,1994-07-15 00:00:00+00:00,27.939,18.389,23.891085
Berlin,1994-07-16 00:00:00+00:00,26.338999,18.389,22.361917
Berlin,1994-07-17 00:00:00+00:00,25.088999,16.389,21.164
Berlin,1994-07-18 00:00:00+00:00,23.389,16.389,19.641085
Berlin,1994-07-19 00:00:00+00:00,23.838999,15.639,19.73275
Berlin,1994-07-20 00:00:00+00:00,25.039,13.139,19.828585
Berlin,1994-07-21 00:00:00+00:00,27.989,13.339,21.822334
Berlin,1994-07-22 00:00:00+00:00,30.838999,15.488999,24.39525
Berlin,1994-07-23 00:00:00+00:00,31.439,19.239,25.928583
Berlin,1994-07-24 00:00:00+00:00,32.139,18.539,26.55567
Berlin,1994-07-25 00:00:00+00:00,32.989002,20.189,27.141088
Berlin,1994-07-26 00:00:00+00:00,32.739002,21.189,27.082754
Berlin,1994-07-27 00:00:00+00:00,31.889,21.539,26.807753
Berlin,1994-07-28 00:00:00+00:00,33.489002,20.539,27.69734
Berlin,1994-07-29 00:00:00+00:00,32.989002,20.989,27.493166
Berlin,1994-07-30 00:00:00+00:00,34.689003,21.239,27.89942
Berlin,1994-07-31 00:00:00+00:00,35.739002,21.939,29.286919
Berlin,1994-08-01 00:00:00+00:00,36.689003,21.088999,29.728584
Berlin,1994-08-02 00:00:00+00:00,27.989,21.289,24.520248
Berlin,1994-08-03 00:00:00+00:00,28.439,17.989,23.888998
Berlin,1994-08-04 00:00:00+00:00,29.939,17.939,24.568169
Berlin,1994-08-05 00:00:00+00:00,34.239002,17.889,27.136915
Berlin,1994-08-06 00:00:00+00:00,27.889,20.389,24.311918
Berlin,1994-08-07 00:00:00+00:00,26.389,17.389,22.251501
Berlin,1994-08-08 00:00:00+00:00,26.289,16.739,22.361916
Berlin,1994-08-09 00:00:00+00:00,25.539,17.889,22.338999
Berlin,1994-08-10 00:00:00+00:00,28.439,16.889,23.307749
Berlin,1994-08-11 00:00:00+00:00,21.838999,17.139,19.780668
Berlin,1994-08-12 00:00:00+00:00,22.639,16.639,19.011919
Berlin,1994-08-13 00:00:00+00:00,17.139,13.389,15.439
Berlin,1994-08-14 00:00:00+00:00,17.588999,12.089,14.139001
Berlin,1994-08-15 00:00:00+00:00,17.689,11.639,14.859833
Berlin,1994-08-16 00:00:00+00:00,17.739,11.438999,14.726499
Berlin,1994-08-17 00:00:00+00:00,24.439,10.639,17.714003
Berlin,1994-08-18 00:00:00+00:00,17.338999,12.738999,14.518167
Berlin,1994-08-19 00:00:00+00:00,18.588999,12.089,14.709832
Berlin,1994-08-20 00:00:00+00:00,19.838999,13.889,16.478582
Berlin,1994-08-21 00:00:00+00:00,19.039,12.039,15.649419
Berlin,1994-08-22 00:00:00+00:00,21.789,11.589,16.838999
Berlin,1994-08-23 00:00:00+00:00,23.489,11.889,18.126501
Berlin,1994-08-24 00:00:00+00:00,20.838999,14.839,17.924416
Berlin,1994-08-25 00:00:00+00:00,19.939,14.639,17.180668
Berlin,1994-08-26 00:00:00+00:00,21.739,15.139,17.428583
Berlin,1994-08-27 00:00:00+00:00,22.838999,14.789,18.751501
Berlin,1994-08-28 00:00:00+00:00,19.789,13.139,16.991083
Berlin,1994-08-29 00:00:00+00:00,18.939,12.488999,15.811916
Berlin,1994-08-30 00:00:00+00:00,17.189,11.438999,14.5702505
Berlin,1994-08-31 00:00:00+00:00,21.189,9.389,16.195251
Berlin,1995-06-01 00:00:00+00:00,20.439,12.188999,15.855667
Berlin,1995-06-02 00:00:00+00:00,11.988999,9.139,10.753583
Berlin,1995-06-03 00:00:00+00:00,18.439,7.689,13.864001
Berlin,1995-06-04 00:00:00+00:00,21.289,10.188999,15.791084
Berlin,1995-06-05 00:00:00+00:00,20.539,10.389,16.293165
Berlin,1995-06-06 00:00:00+00:00,18.838999,12.539,15.828583
Berlin,1995-06-07 00:00:00+00:00,19.039,12.738999,15.839
Berlin,1995-06-08 00:00:00+00:00,17.489,9.139,13.674416
Berlin,1995-06-09 00:00:00+00:00,14.188999,8.688999,11.680665
Berlin,1995-06-10 00:00:00+00:00,18.189,8.139,14.057751
Berlin,1995-06-11 00:00:00+00:00,15.988999,8.938999,12.6640005
Berlin,1995-06-12 00:00:00+00:00,16.539,7.589,13.145251
Berlin,1995-06-13 00:00:00+00:00,13.089,10.139,12.18275
Berlin,1995-06-14 00:00:00+00:00,18.789,8.238999,14.172332
Berlin,1995-06-15 00:00:00+00:00,16.989,9.139,13.241081
Berlin,1995-06-16 00:00:00+00:00,17.838999,8.238999,13.566083
Berlin,1995-06-17 00:00:00+00:00,18.289,10.789,13.938999
Berlin,1995-06-18 00:00:00+00:00,17.739,12.339,14.4452505
Berlin,1995-06-19 00:00:00+00:00,19.239,9.039,15.074418
Berlin,1995-06-20 00:00:00+00:00,24.739,12.438999,19.1765
Berlin,1995-06-21 00:00:00+00:00,23.439,14.188999,18.918165
Berlin,1995-06-22 00:00:00+00:00,14.839,9.339,12.40775
Berlin,1995-06-23 00:00:00+00:00,16.039,8.289,12.811917
Berlin,1995-06-24 00:00:00+00:00,18.539,12.389,15.261917
Berlin,1995-06-25 00:00:00+00:00,23.139,13.988999,18.384836
Berlin,1995-06-26 00:00:00+00:00,23.439,12.738999,18.349415
Berlin,1995-06-27 00:00:00+00:00,24.689,13.839,18.997335
Berlin,1995-06-28 00:00:00+00:00,23.289,10.438999,17.630669
Berlin,1995-06-29 00:00:00+00:00,24.939,14.039,19.526503
Berlin,1995-06-30 00:00:00+00:00,24.088999,12.889,18.393164
Berlin,1995-07-01 00:00:00+00:00,21.239,11.839,17.503584
Berlin,1995-07-02 00:00:00+00:00,21.989,9.688999,17.136917
Berlin,1995-07-03 00:00:00+00:00,23.389,16.088999,19.528582
Berlin,1995-07-04 00:00:00+00:00,17.039,14.589,15.816082
Berlin,1995-07-05 00:00:00+00:00,18.389,12.139,15.493168
Berlin,1995-07-06 00:00:00+00:00,23.338999,10.789,17.659832
Berlin,1995-07-07 00:00:00+00:00,26.239,14.738999,21.061914
Berlin,1995-07-08 00:00:00+00:00,29.139,14.539,22.964003
Berlin,1995-07-09 00:00:00+00:00,30.989,16.689,24.70775
Berlin,1995-07-10 00:00:00+00:00,29.889,19.439,24.239
Berlin,1995-07-11 00:00:00+00:00,26.789,18.039,22.255667
Berlin,1995-07-12 00:00:00+00:00,29.739,18.889,24.324417
Berlin,1995-07-13 00:00:00+00:00,28.939,18.389,23.268167
Berlin,1995-07-14 00:00:00+00:00,28.588999,18.439,23.65983
Berlin,1995-07-15 00:00:00+00:00,26.289,18.989,22.27025
Berlin,1995-07-16 00:00:00+00:00,22.989,16.838999,19.941084
Berlin,1995-07-17 00:00:00+00:00,23.039,15.539,19.105667
Berlin,1995-07-18 00:00:00+00:00,20.889,16.389,18.761917
Berlin,1995-07-19 00:00:00+00:00,23.239,16.989,20.357752
Berlin,1995-07-20 00:00:00+00:00,25.889,15.688999,21.3015
Berlin,1995-07-21 00:00:00+00:00,31.439,18.539,25.305666
Berlin,1995-07-22 00:00:00+00:00,24.739,16.889,22.011917
Berlin,1995-07-23 00:00:00+00:00,19.739,14.238999,17.097334
Berlin,1995-07-24 00:00:00+00:00,24.088999,11.938999,19.15983
Berlin,1995-07-25 00:00:00+00:00,22.689,13.289,18.505669
Berlin,1995-07-26 00:00:00+00:00,24.789,11.539,19.030664
Berlin,1995-07-27 00:00:00+00:00,27.889,16.189,22.13275
Berlin,1995-07-28 00:00:00+00:00,27.389,16.939,22.178583
Berlin,1995-07-29 00:00:00+00:00,28.039,15.688999,22.528585
Berlin,1995-07-30 00:00:00+00:00,29.889,16.439,24.243166
