Continent,Median,Percentile_25,Percentile_75
Africa,0.8089272030651351,0.7159824046920846,0.9510101010101017
Asia,1.1221518326982372,0.9246536939313978,1.258944950414242
Europe,1.226262626262626,0.8452415458937281,1.7991540676745847
North America,1.0583110135854668,0.8736874966522024,1.345021654090587
Oceania,0.8847384234711928,0.7645522388059689,0.8959923664122194
South America,0.8574494949494955,0.7381372181694017,0.9753726878337181
